time,open,high,low,close,volume,close_time,quote_volume,trades,taker_base,taker_quote,ignore
2026-02-26 08:00:00,0.09957,0.1006,0.09828,0.0985,93940398.0,1772107199999,9354282.78757000,121372,50430063.00000000,5027267.73050000,0
2026-02-26 12:00:00,0.09851,0.09951,0.09742,0.09861,147466572.0,1772121599999,14533317.79336000,240259,71659957.00000000,7064258.02174000,0
2026-02-26 16:00:00,0.09861,0.09879,0.0954,0.09735,214724835.0,1772135999999,20761526.39831000,223531,104285412.00000000,10083430.49241000,0
2026-02-26 20:00:00,0.09734,0.09765,0.09645,0.09701,58739665.0,1772150399999,5691213.37545000,71749,28917202.00000000,2802013.51912000,0
2026-02-27 00:00:00,0.09702,0.09768,0.09624,0.09755,71271280.0,1772164799999,6914229.65696000,99433,35537044.00000000,3447927.27840000,0
2026-02-27 04:00:00,0.09754,0.09911,0.0975,0.09843,130740972.0,1772179199999,12885828.69244000,150372,69474815.00000000,6847412.21695000,0
2026-02-27 08:00:00,0.09843,0.09863,0.09463,0.095,136426372.0,1772193599999,13154603.14650000,160983,62875816.00000000,6073101.48783000,0
2026-02-27 12:00:00,0.095,0.09557,0.09362,0.09405,171525911.0,1772207999999,16216557.08270000,229162,86317039.00000000,8159719.56978000,0
2026-02-27 16:00:00,0.09404,0.09429,0.09273,0.09301,95098136.0,1772222399999,8894832.07660000,147078,47301353.00000000,4424719.66679000,0
2026-02-27 20:00:00,0.09302,0.09349,0.09198,0.09337,83562491.0,1772236799999,7770428.96450000,95450,45454006.00000000,4228039.65528000,0
2026-02-28 00:00:00,0.09337,0.09377,0.09312,0.09323,52289523.0,1772251199999,4889525.70345000,60512,27318724.00000000,2555004.41876000,0
2026-02-28 04:00:00,0.09323,0.09341,0.08804,0.08933,418023348.0,1772265599999,37663653.50518000,401621,213737591.00000000,19246698.01412000,0
2026-02-28 08:00:00,0.08933,0.08946,0.08771,0.08874,225500697.0,1772279999999,19995918.80978000,225559,102589405.00000000,9101367.98677000,0
2026-02-28 12:00:00,0.08874,0.09212,0.08856,0.09081,276815080.0,1772294399999,25042260.56421000,263059,148536194.00000000,13437352.88957000,0
2026-02-28 16:00:00,0.0908,0.09343,0.09016,0.09286,159142580.0,1772308799999,14594115.75141000,170302,86262922.00000000,7915111.62094000,0
2026-02-28 20:00:00,0.09286,0.095,0.09263,0.09405,131320714.0,1772323199999,12339740.47039000,175707,66901662.00000000,6287135.22711000,0
2026-03-01 00:00:00,0.09406,0.09788,0.09306,0.0961,297163543.0,1772337599999,28550340.36572000,293850,143038929.00000000,13736234.50640000,0
2026-03-01 04:00:00,0.0961,0.09659,0.09434,0.09486,131161035.0,1772351999999,12530706.72170000,129490,56560281.00000000,5408192.58191000,0
2026-03-01 08:00:00,0.09487,0.09491,0.09319,0.09353,96607967.0,1772366399999,9065764.08069000,125298,41846604.00000000,3927590.07377000,0
2026-03-01 12:00:00,0.09352,0.09553,0.09249,0.09387,152680028.0,1772380799999,14363084.50003000,204483,71283671.00000000,6708667.59504000,0
2026-03-01 16:00:00,0.09388,0.09454,0.0915,0.0918,195420509.0,1772395199999,18121775.16048000,185154,94221964.00000000,8744162.02827000,0
2026-03-01 20:00:00,0.0918,0.09348,0.09056,0.0919,152277419.0,1772409599999,13987647.92786000,170014,70923137.00000000,6517623.74421000,0
2026-03-02 00:00:00,0.0919,0.09448,0.09184,0.09327,111942814.0,1772423999999,10423559.70729000,185021,62807480.00000000,5849839.54767000,0
2026-03-02 04:00:00,0.09328,0.09354,0.09117,0.09174,66960913.0,1772438399999,6192387.12472000,106060,29879752.00000000,2762501.05466000,0
2026-03-02 08:00:00,0.09175,0.09297,0.09132,0.09185,81021204.0,1772452799999,7451764.04188000,120754,40683370.00000000,3743186.72899000,0
2026-03-02 12:00:00,0.09185,0.09664,0.0908,0.09567,297049447.0,1772467199999,27985085.68164000,321564,155444152.00000000,14651182.65588000,0
2026-03-02 16:00:00,0.09568,0.09771,0.09433,0.09553,259094043.0,1772481599999,24877891.61281000,291007,144890458.00000000,13915861.91269000,0
2026-03-02 20:00:00,0.09552,0.096,0.0933,0.09356,123595248.0,1772495999999,11670171.67668000,144838,50634268.00000000,4781656.68768000,0
2026-03-03 00:00:00,0.09356,0.09385,0.09209,0.09258,95187174.0,1772510399999,8845679.88870000,150391,42224215.00000000,3923895.02637000,0
2026-03-03 04:00:00,0.09258,0.09263,0.0911,0.09136,139009751.0,1772524799999,12756544.78250000,134412,76111737.00000000,6984991.33987000,0
2026-03-03 08:00:00,0.09135,0.09158,0.08923,0.09007,229278417.0,1772539199999,20652375.66242000,204839,116787558.00000000,10520683.00418000,0
2026-03-03 12:00:00,0.09007,0.09109,0.08868,0.09021,239806762.0,1772553599999,21549284.79573000,321645,130241934.00000000,11708694.46592000,0
2026-03-03 16:00:00,0.0902,0.09242,0.08912,0.08941,222106652.0,1772567999999,20082179.33618000,253563,120802208.00000000,10929174.42750000,0
2026-03-03 20:00:00,0.08942,0.09088,0.08847,0.08997,131855740.0,1772582399999,11812546.59064000,125277,73585749.00000000,6593923.54448000,0
2026-03-04 00:00:00,0.08998,0.09065,0.08859,0.08939,130216739.0,1772596799999,11674953.45770000,160413,60328307.00000000,5411796.99573000,0
2026-03-04 04:00:00,0.08939,0.09056,0.08872,0.09015,117085448.0,1772611199999,10468610.26079000,134448,65536052.00000000,5862673.39589000,0
2026-03-04 08:00:00,0.09015,0.09345,0.08971,0.0923,414371430.0,1772625599999,38228821.60681000,333176,202106859.00000000,18640303.28365000,0
2026-03-04 12:00:00,0.09229,0.09921,0.09149,0.09905,606677085.0,1772639999999,57930906.04930000,473641,290553417.00000000,27726488.38580000,0
2026-03-04 16:00:00,0.09905,0.10434,0.09747,0.10275,626034459.0,1772654399999,63322651.44119000,673953,302836804.00000000,30650396.58565000,0
2026-03-04 20:00:00,0.10276,0.1035,0.09869,0.09893,366178084.0,1772668799999,37080335.61664000,321438,165510712.00000000,16757573.44127000,0
2026-03-05 00:00:00,0.09893,0.09924,0.09593,0.09621,212881995.0,1772683199999,20713903.95814000,250911,95593562.00000000,9304758.17741000,0
2026-03-05 04:00:00,0.09621,0.09737,0.09522,0.09569,177211496.0,1772697599999,17077630.81415000,166267,87874604.00000000,8469832.08413000,0
